disease,SnoRNA,Score
40,43,0.9859155924111056
11,222,0.9858524295814288
42,302,0.9858350685022204
11,152,0.9857928821494216
68,334,0.9856715833238012
68,45,0.9856715833238012
16,42,0.9856677500117936
11,75,0.9856595993497717
11,129,0.9856595993497717
21,301,0.9856155514159518
97,334,0.985599761135442
97,45,0.985599761135442
84,45,0.985599761135442
84,27,0.985599761135442
84,334,0.985599761135442
54,261,0.9855899384916884
11,296,0.9855899384916884
11,261,0.9855899384916884
24,217,0.9855636053163898
53,105,0.9855635204961556
82,105,0.9855635204961556
45,41,0.9855295573419052
45,43,0.9855295573419052
67,41,0.9855108344326222
87,41,0.9855108344326222
89,41,0.9855108344326222
70,43,0.9855108344326222
87,43,0.9855108344326222
15,41,0.9855108344326222
67,43,0.9855108344326222
70,41,0.9855108344326222
9,2,0.9854390781935416
53,77,0.9854022239121838
110,57,0.9853520135413476
34,325,0.9853506762605092
24,105,0.9852707333351134
24,225,0.9852707333351134
24,291,0.9852707333351134
9,75,0.9852356166730908
88,207,0.9851659592543952
61,27,0.9850401584312228
82,87,0.9850395422260187
53,87,0.9850395422260187
42,105,0.98499787938738
102,41,0.984985827728606
110,141,0.9849650890074636
7,56,0.9849577536660096
86,43,0.9849557335273652
86,41,0.9849557335273652
23,59,0.9847542535181496
72,42,0.98469623450879
76,31,0.98469623450879
72,30,0.98469623450879
72,32,0.98469623450879
72,43,0.98469623450879
45,33,0.9846267296418008
45,30,0.9846267296418008
11,84,0.9845495701478952
11,133,0.9845495701478952
11,58,0.9845495701478952
104,27,0.984387873696206
11,163,0.9843829771322722
11,316,0.984365660768347
15,33,0.9843588475112628
89,33,0.9843588475112628
67,33,0.9843588475112628
70,33,0.9843588475112628
54,328,0.984316949250711
42,330,0.9842443992116447
9,135,0.984204298380903
110,330,0.9841977362558711
11,264,0.9841754434750783
83,37,0.9839987641915507
83,41,0.9839914105674118
83,43,0.9839914105674118
99,312,0.9839575560884029
91,39,0.9839490361312478
11,217,0.9838931379588152
99,242,0.983853251794179
99,244,0.983853251794179
39,207,0.9838494130938238
75,207,0.9838494130938238
110,96,0.9838335182385004
42,147,0.9837268620438064
11,303,0.983642815419101
11,311,0.9836394979964094
11,309,0.9836394979964094
40,334,0.983639133435526
110,37,0.9836275772717626
110,277,0.9836275772717626
110,44,0.9836275772717626
110,329,0.9836275772717626
110,245,0.9836275772717626
110,27,0.9836275772717626
110,45,0.9836275772717626
54,207,0.9836119012902674
34,58,0.983570971307379
34,133,0.983570971307379
34,84,0.983570971307379
11,240,0.9835277924747864
24,218,0.9835079434641648
24,318,0.9835079434641648
82,200,0.9835056386316816
53,200,0.9835056386316816
110,310,0.9834856394481916
110,41,0.9834856394481916
110,42,0.9834856394481916
110,39,0.9834856394481916
110,324,0.9834856394481916
110,47,0.9834856394481916
110,312,0.9834856394481916
110,32,0.9834856394481916
110,33,0.9834856394481916
11,140,0.9834831915839536
30,37,0.9834601002561834
65,37,0.9834601002561834
97,37,0.9834601002561834
85,37,0.9834601002561834
84,37,0.9834601002561834
50,37,0.9833977754866592
23,130,0.9833806878138512
11,65,0.9833357275031096
53,69,0.9833266074471042
99,10,0.9829870583805812
42,57,0.9829540480551374
11,147,0.9829012435459276
54,297,0.9827836130114808
11,62,0.9827435756959174
86,334,0.9826933235972092
102,30,0.9826210708304
102,37,0.9826210708304
45,334,0.9825776979081782
45,27,0.9825776979081782
68,41,0.982523264798047
68,43,0.982523264798047
54,301,0.9825156843588384
29,37,0.9824337099911058
11,144,0.9824294330358324
72,19,0.9824193517391822
76,19,0.9824193517391822
11,322,0.9824022074703628
54,22,0.982254756837504
11,122,0.9821746038583924
21,264,0.9821739928220976
76,255,0.9821338740344536
72,255,0.9821338740344536
72,329,0.9821338740344536
48,27,0.9820191040005102
11,131,0.981879223330238
11,132,0.981879223330238
7,19,0.9817589526703784
54,171,0.9816777017697348
11,164,0.9816777017697348
11,275,0.9816777017697348
54,168,0.9816777017697348
104,334,0.9816049020617248
46,334,0.9816049020617248
98,32,0.981588297706396
42,114,0.9814473260688452
65,41,0.9813308010384626
84,43,0.9813308010384626
65,43,0.9813308010384626
30,43,0.9813308010384626
31,43,0.9813308010384626
97,43,0.9813308010384626
97,41,0.9813308010384626
30,41,0.9813308010384626
6,41,0.9813308010384626
31,41,0.9813308010384626
89,27,0.9813140028943258
15,27,0.9813140028943258
70,27,0.9813140028943258
87,27,0.9813140028943258
67,27,0.9813140028943258
21,177,0.981230651280029
34,131,0.9811874556473624
34,132,0.9811874556473624
32,45,0.9810886746667364
32,27,0.9810886746667364
82,107,0.9810725243427568
54,229,0.9810616840564024
11,229,0.9810616840564024
9,68,0.980961294516582
52,252,0.9809541461267226
11,162,0.9809499178683062
54,162,0.9809499178683062
72,324,0.9808918292801844
76,324,0.9808918292801844
68,33,0.9808042176442155
91,33,0.9808027485170304
9,200,0.9807350900965612
11,29,0.9806689536624748
29,329,0.9805910709804092
29,255,0.9805910709804092
72,277,0.9805849309815712
76,277,0.9805849309815712
76,245,0.9805849309815712
72,26,0.9805849309815712
76,334,0.9805849309815712
72,334,0.9805849309815712
42,90,0.9805503374839986
102,334,0.9805404060799456
11,238,0.9805303744343358
11,241,0.9805303744343358
74,40,0.9805202952598228
54,244,0.9804970372549584
9,223,0.980463386195986
11,139,0.9804492223186332
11,202,0.9804050050523272
21,54,0.9803070652085945
23,7,0.9802234392386888
42,248,0.980163460582796
74,1,0.9800307046459594
91,334,0.979965874729416
91,277,0.979965874729416
54,17,0.9799566722340792
36,41,0.979940193403851
36,334,0.979940193403851
11,251,0.9799139879991322
21,75,0.9797757902330634
42,2,0.9796794386844232
34,187,0.979628814618906
9,133,0.9795893229937318
89,30,0.979541502906438
15,30,0.979541502906438
87,30,0.979541502906438
104,41,0.9795293691695806
104,43,0.9795293691695806
46,43,0.9795293691695806
46,41,0.9795293691695806
1,252,0.9795220373586084
24,263,0.9795100158970428
11,265,0.9794864219035824
53,73,0.9794846472010876
82,73,0.9794846472010876
54,26,0.9794576578633506
54,31,0.9794576578633506
36,42,0.979338127907777
34,139,0.9793315639401218
21,144,0.9793294344775836
11,123,0.9793232115326032
9,6,0.9792873332568088
9,107,0.9792043038479968
34,251,0.97915163353523
11,184,0.9791252380751142
21,98,0.9790974892249404
47,45,0.9789772649820097
98,45,0.9789772649820097
65,45,0.9789772649820097
30,334,0.9789772649820097
47,334,0.9789772649820097
85,334,0.9789772649820097
65,334,0.9789772649820097
98,27,0.9789772649820097
6,27,0.9789772649820097
98,334,0.9789772649820097
6,334,0.9789772649820097
30,45,0.9789772649820097
31,334,0.9789772649820097
85,45,0.9789772649820097
31,45,0.9789772649820097
11,96,0.9789435715455164
34,122,0.9789228234730524
84,33,0.978862989369568
31,30,0.978862989369568
30,33,0.978862989369568
85,33,0.978862989369568
97,33,0.978862989369568
65,30,0.978862989369568
85,30,0.978862989369568
9,222,0.978859893939081
9,207,0.9788454524088686
91,135,0.978841078945188
29,245,0.9788079706491948
29,277,0.9788079706491948
48,43,0.978778605213165
101,41,0.978778605213165
48,41,0.978778605213165
110,280,0.978752760446406
40,30,0.9787276925069748
14,27,0.978717703324786
9,331,0.978613231846661
42,131,0.978604959613686
86,30,0.9785866067979384
21,147,0.9785671643796304
21,90,0.978403391180378
21,124,0.978403391180378
9,56,0.9783557053570888
104,33,0.9782752975001272
46,33,0.9782752975001272
42,24,0.9781557439787326
98,41,0.9781351455255504
47,43,0.9781351455255504
98,43,0.9781351455255504
47,41,0.9781351455255504
11,306,0.9781177344116836
11,19,0.9780870031021084
42,221,0.9780474758411372
42,160,0.9780474758411372
29,324,0.9780440124912428
99,219,0.9780043025943302
34,188,0.9779699385191392
34,181,0.9779699385191392
34,178,0.9779699385191392
34,180,0.9779699385191392
34,185,0.9779699385191392
34,189,0.9779699385191392
34,183,0.9779699385191392
34,182,0.9779699385191392
34,151,0.9779699385191392
42,36,0.977965415673406
34,184,0.9779489516435182
99,222,0.9777263260149875
11,105,0.977309596253941
11,7,0.977309596253941
32,43,0.9772380555523904
32,41,0.9772380555523904
34,26,0.9771029314617986
11,276,0.9768591684813278
11,50,0.9768151244327932
11,80,0.9768151244327932
23,20,0.9767594273489728
9,78,0.9766896877363822
61,41,0.9762946123020956
11,260,0.976277514167451
87,334,0.9762719314674716
89,334,0.9762719314674716
15,334,0.9762719314674716
70,334,0.9762719314674716
67,334,0.9762719314674716
54,46,0.9761026034656436
54,34,0.9761026034656436
54,30,0.9761026034656436
54,43,0.9761026034656436
54,217,0.976014223264546
81,37,0.9759499797254806
54,303,0.975917484939616
74,159,0.9758793563780644
110,34,0.9756588589368884
110,43,0.9756588589368884
110,31,0.9756588589368884
110,30,0.9756588589368884
110,46,0.9756588589368884
50,45,0.9756546325465854
50,334,0.9756546325465854
36,33,0.9756386211793256
11,313,0.9755156698321614
9,20,0.97549057984662
54,169,0.9754864374815322
54,291,0.9754864374815322
24,77,0.9754658252630316
101,33,0.9754121085886563
42,10,0.9753737691121872
42,6,0.9753737691121872
11,20,0.9753099382033326
11,315,0.9752736665067602
98,30,0.9752491037349624
47,33,0.9752491037349624
42,87,0.9751887518881738
11,216,0.975182708727136
110,63,0.9751655464974348
84,42,0.9751040557712536
34,42,0.974980484468404
34,47,0.974980484468404
42,50,0.9749766262420232
9,77,0.9749454252763616
11,208,0.9749213250561184
11,18,0.9749031381080168
11,127,0.9749031381080168
24,328,0.974883758381766
48,334,0.974881187345146
76,331,0.9746958028474304
72,331,0.9746958028474304
20,147,0.9746375293446146
91,31,0.9746162452019612
91,43,0.9746162452019612
42,1,0.974613456256377
110,219,0.9745679322287452
32,33,0.9745260805952372
32,30,0.9745260805952372
71,44,0.974476539973538
102,34,0.97442304981208
83,42,0.9743429696326288
9,10,0.9741973486499262
110,123,0.973999383839118
58,27,0.9738683745663878
23,202,0.9738291745413092
42,71,0.9738096160457514
11,151,0.9737035867816534
42,271,0.9736980582015178
108,312,0.973615696150175
42,200,0.9735777776549348
23,64,0.9735505563057472
21,105,0.9735111768961492
99,202,0.9733704973365788
11,106,0.9733371325067698
21,135,0.9732965452961324
9,310,0.9732547948606096
9,312,0.9732547948606096
75,147,0.9732318609799324
21,319,0.973123537352308
11,101,0.9729582315767192
61,33,0.9728157498300236
61,30,0.9728157498300236
99,204,0.972778925090328
29,331,0.9727786251044934
101,27,0.9726917744283028
42,262,0.9726520421689382
110,65,0.9724075480620556
7,1,0.9723967412238786
75,301,0.9723727636042332
75,52,0.9723727636042332
39,301,0.9723727636042332
75,177,0.9723727636042332
39,177,0.9723727636042332
75,138,0.9723727636042332
75,202,0.9723727636042332
39,52,0.9723727636042332
39,202,0.9723727636042332
39,138,0.9723727636042332
51,147,0.9723212913571768
88,147,0.9723212913571768
110,24,0.9722009196777612
11,300,0.9721751014993664
24,255,0.9720391574026672
24,27,0.9720391574026672
24,45,0.9720391574026672
24,334,0.9720391574026672
24,235,0.9720391574026672
24,277,0.9720391574026672
24,44,0.9720391574026672
24,103,0.9720391574026672
7,42,0.9720246583133773
7,30,0.9720246583133773
53,92,0.9716407962319812
81,41,0.9716138505700616
81,43,0.9716138505700616
42,110,0.9715447639143518
37,1,0.9714639670540424
39,297,0.9714339867169874
75,297,0.9714339867169874
77,36,0.9713967933587156
11,136,0.9713914285740284
34,186,0.9711643259786356
53,58,0.971143730984804
9,69,0.9711178991027852
7,241,0.9710935743288492
82,202,0.9708874225640012
53,202,0.9708874225640012
11,288,0.9708626343918042
75,2,0.9708571786978586
39,2,0.9708571786978586
23,27,0.9705713340755576
23,329,0.9705713340755576
23,255,0.9705713340755576
23,45,0.9705713340755576
23,245,0.9705713340755576
23,277,0.9705713340755576
23,334,0.9705713340755576
23,44,0.9705713340755576
54,234,0.9705594573588644
110,131,0.9705130606333132
64,6,0.970346002463362
52,6,0.970346002463362
42,66,0.9701382366296204
91,56,0.9699568045563636
7,159,0.9699241010636396
61,32,0.9698650229456
108,135,0.9696555219272388
14,334,0.9696364355962152
7,245,0.9696339249267109
53,64,0.9694622941975038
82,64,0.9694622941975038
11,232,0.969446859778468
21,223,0.9694414473415413
110,299,0.9693833181524312
24,69,0.9693408953537846
23,58,0.9692420496891434
24,134,0.9692207427460426
96,27,0.9692157696786762
25,147,0.9691975094927944
85,39,0.9690395472603284
31,39,0.9690395472603284
30,39,0.9690395472603284
65,39,0.9690395472603284
42,38,0.9689422055837006
88,2,0.9689015941704632
88,138,0.9689015941704632
18,43,0.968668598374132
18,41,0.968668598374132
42,222,0.9686632172858708
21,123,0.9686567324476748
110,252,0.9686451408110264
77,27,0.9686198176165453
77,45,0.9686198176165453
77,44,0.9686198176165453
99,235,0.9685998129579548
42,153,0.9685665831457084
42,88,0.9685665831457084
53,57,0.9684643091535516
12,34,0.9683598590411518
75,289,0.968331184411894
39,289,0.968331184411894
75,292,0.968331184411894
39,292,0.968331184411894
9,177,0.9681149072400104
7,35,0.9680501782495105
39,200,0.9679711251023264
75,200,0.9679711251023264
34,39,0.9679465421308966
27,27,0.9678793666375478
76,34,0.9677824101992022
72,34,0.9677824101992022
11,63,0.967765761894961
58,43,0.9677519849137748
58,41,0.9677519849137748
23,162,0.9677493846277544
42,224,0.9675810292750452
42,11,0.9675702489235714
42,308,0.9675702489235714
88,248,0.9674774924818028
23,37,0.9674498445981934
21,152,0.967243018321615
4,41,0.9672368217396784
4,43,0.9672368217396784
77,1,0.9671987835679282
11,142,0.9671898023743408
88,301,0.9671493625465858
88,52,0.9671493625465858
88,202,0.9671493625465858
81,30,0.9670379913738094
23,39,0.9669637788420572
23,32,0.9669637788420572
34,267,0.9668896335523708
9,202,0.966863386304726
24,41,0.96686123651239
24,310,0.96686123651239
24,312,0.96686123651239
24,219,0.96686123651239
24,325,0.96686123651239
39,248,0.9668277228939252
75,248,0.9668277228939252
74,329,0.9667654391861216
74,255,0.9667654391861216
53,312,0.9667310515169588
53,310,0.9667310515169588
66,43,0.9666385204141296
66,41,0.9666385204141296
21,2,0.9666220739205924
74,27,0.966574058071585
74,44,0.966574058071585
74,45,0.966574058071585
74,32,0.966574058071585
34,236,0.966560285926658
42,75,0.9664997416601894
45,37,0.9664549503444364
91,141,0.9664503616855572
35,43,0.9663736614731188
35,334,0.9663736614731188
35,41,0.9663736614731188
35,27,0.9663736614731188
11,98,0.966309140395391
85,42,0.9662700379499076
65,42,0.9662700379499076
6,42,0.9662700379499076
30,42,0.9662700379499076
31,42,0.9662700379499076
91,26,0.9662530656119552
39,28,0.9661899099336264
75,28,0.9661899099336264
72,39,0.9661783311379292
76,39,0.9661783311379292
11,36,0.9661756361350642
42,244,0.9661679429815648
3,42,0.966069259193368
35,33,0.966039345286029
110,80,0.9660109502998376
85,47,0.96600506210146
110,106,0.9659889765215808
9,144,0.9659348080616406
42,293,0.9659179375430436
42,22,0.9659179375430436
51,157,0.9658988886835056
88,157,0.9658988886835056
91,223,0.9657363612293134
96,334,0.965688719565811
58,334,0.9655541845102322
83,45,0.9655440469784068
34,138,0.9654382740074596
54,7,0.96543046236216
54,105,0.96543046236216
74,19,0.965226460750877
24,278,0.965159506924463
54,80,0.9650265197806684
54,50,0.9650265197806684
99,56,0.9650168187074132
11,90,0.9649999077704442
11,124,0.9649999077704442
42,69,0.9649714638431934
74,264,0.9649363096152888
46,30,0.964810913872549
14,41,0.9648042923960704
34,242,0.9647972889250142
29,159,0.9647851955812924
37,45,0.9647847359543048
37,42,0.9647847359543048
0,45,0.964784469151462
0,334,0.964784469151462
42,189,0.964778512116451
42,183,0.964778512116451
42,178,0.964778512116451
42,188,0.964778512116451
42,181,0.964778512116451
42,185,0.964778512116451
42,182,0.964778512116451
42,198,0.964778512116451
42,165,0.964778512116451
42,180,0.964778512116451
105,147,0.9647771390242318
99,331,0.964775146204806
99,277,0.964775146204806
99,334,0.964775146204806
99,27,0.964775146204806
99,45,0.964775146204806
99,255,0.964775146204806
99,329,0.964775146204806
99,44,0.964775146204806
39,252,0.9647734788760906
88,252,0.9647734788760906
75,252,0.9647734788760906
66,30,0.9647719596068336
39,15,0.964771143821961
77,42,0.964768703783489
77,41,0.964768703783489
105,157,0.9647661314613708
82,104,0.9647642497472776
75,155,0.964761224023774
4,33,0.964761127305712
31,46,0.9647561646714076
88,289,0.9647559219364789
88,292,0.9647559219364789
37,329,0.964751498802398
77,35,0.9647500007232048
53,27,0.9647453048223408
53,255,0.9647453048223408
82,255,0.9647453048223408
82,45,0.9647453048223408
53,45,0.9647453048223408
82,277,0.9647453048223408
82,329,0.9647453048223408
53,277,0.9647453048223408
53,245,0.9647453048223408
53,44,0.9647453048223408
53,329,0.9647453048223408
82,44,0.9647453048223408
82,245,0.9647453048223408
53,334,0.9647453048223408
82,334,0.9647453048223408
74,30,0.9647443760237836
74,31,0.9647443760237836
74,42,0.9647443760237836
74,43,0.9647443760237836
23,149,0.964744080786818
75,153,0.9647421708095596
39,36,0.964736562505184
82,130,0.9647362958941328
82,116,0.964727082945796
82,86,0.964727082945796
53,86,0.964727082945796
22,334,0.9647256200561276
18,334,0.9647256200561276
22,45,0.9647256200561276
39,24,0.9647231228634808
57,334,0.9647207775857076
26,41,0.9647207775857076
57,45,0.9647207775857076
57,43,0.9647207775857076
26,45,0.9647207775857076
57,41,0.9647207775857076
26,27,0.9647207775857076
26,334,0.9647207775857076
26,43,0.9647207775857076
39,222,0.9647179253387562
75,222,0.9647179253387562
75,149,0.9647179253387562
3,334,0.9647077643600668
3,41,0.9647077643600668
3,45,0.9647077643600668
3,43,0.9647077643600668
9,147,0.9645494022547584
9,278,0.9643848495396262
54,233,0.9642939488288196
23,54,0.9642200337908566
11,54,0.9641480610067776
54,54,0.9641480610067776
21,62,0.9638447668292416
76,160,0.9638377540042616
72,160,0.9638377540042616
54,265,0.9637382087513554
74,196,0.96368172293291
11,249,0.9635657166722752
7,26,0.9634940634570364
99,307,0.963441228062356
35,37,0.9634104108911754
18,37,0.9633205042361618
69,43,0.9633009064421428
69,41,0.9633009064421428
82,59,0.9632426170677696
7,325,0.9632136112884764
108,138,0.9631193464588788
34,322,0.9630660897913872
7,204,0.9630660833106772
101,30,0.9630335540974904
48,30,0.9630335540974904
21,7,0.9629943933925584
25,141,0.9629033191904544
34,129,0.9628981577487512
34,75,0.9628981577487512
21,56,0.9628538462870474
108,219,0.9628481728376658
53,54,0.9628251329539158
11,114,0.9627761278600444
105,252,0.9627661222825978
39,59,0.962765943542701
75,59,0.962765943542701
102,46,0.9627276835727906
12,39,0.9626369159653267
16,46,0.9626238947001112
22,43,0.9625169430131506
22,41,0.9625169430131506
24,21,0.9624577810053764
21,325,0.9622752511391628
24,107,0.9622399583206708
16,47,0.9622219771484216
88,28,0.96218145266503
77,255,0.9620504176109044
77,329,0.9620504176109044
98,46,0.9619610975464208
91,2,0.9618511930010808
27,41,0.9617623539811452
27,43,0.9617623539811452
110,222,0.9617038099876236
26,42,0.9616756862318318
34,200,0.9613312801030616
82,39,0.9612550694354148
53,32,0.9612550694354148
53,39,0.9612550694354148
74,334,0.9611842889817568
74,245,0.9611842889817568
74,277,0.9611842889817568
7,273,0.9611773955483568
20,252,0.961161089638629
99,41,0.9611263319582076
88,36,0.961101098293337
9,35,0.9610593814538436
101,334,0.9607576030644082
7,219,0.9607234255997176
77,334,0.96062785742226
77,277,0.96062785742226
77,245,0.96062785742226
16,252,0.9605777677332434
24,39,0.9604549690578852
24,32,0.9604549690578852
37,277,0.9604351970220936
37,245,0.9604351970220936
37,26,0.9604351970220936
37,334,0.9604351970220936
26,33,0.9604168962760546
57,33,0.9604168962760546
26,30,0.9604168962760546
57,30,0.9604168962760546
